run_id,config_name,total_ram_mb,cpu_cores,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,num_layers,hidden_units,gamma,strength,time_horizon,summary_freq,keep_checkpoints,max_steps,cpu_avg_unity,cpu_peak_unity,ram_avg_unity,ram_peak_unity,cpu_avg_python,cpu_peak_python,ram_avg_python,ram_peak_python,duration_sec
run_1765293026,sample_1000.yaml,11700.625,6,695,10489,0.0003,0.01,0.3,0.99,6,1,118,0.999,0.5,38,2027,5,50000,6.103183520599245,16.966666666666665,157.11152563202248,165.59765625,44.26863295880153,50.550000000000004,516.9753335674158,531.5546875,88.98276281356812
run_1765293098,sample_100.yaml,11700.625,6,547,14955,0.0003,0.01,0.3,0.99,2,1,480,0.999,0.5,30,4362,5,50000,6.2108641975308645,15.299999999999999,155.84916087962964,164.32421875,46.16086419753091,50.550000000000004,529.7299479166667,553.17578125,67.27458214759827
run_1765293156,sample_101.yaml,11700.625,6,132,15912,0.0003,0.01,0.3,0.99,1,2,383,0.999,0.5,48,2045,5,50000,5.44407051282052,12.633333333333333,157.1644005408654,161.18359375,47.12371794871791,50.46666666666667,524.3224909855769,548.85546875,51.718074560165405
run_1765293242,sample_102.yaml,11700.625,6,882,16354,0.0003,0.01,0.3,0.99,7,3,300,0.999,0.5,79,1263,5,50000,4.871544715447157,15.633333333333333,156.77469988567074,166.23828125,44.59837398373988,50.56666666666666,559.3118092606708,586.40625,81.7549467086792
run_1765293356,sample_103.yaml,11700.625,6,632,9092,0.0003,0.01,0.3,0.99,6,3,202,0.999,0.5,47,2206,5,50000,5.445929339477721,15.966666666666667,157.18058755760367,159.390625,45.42672811059916,51.23333333333333,525.1114991359447,543.21484375,108.520024061203
run_1765293438,sample_104.yaml,11700.625,6,73,6704,0.0003,0.01,0.3,0.99,3,1,79,0.999,0.5,114,3699,5,50000,5.733548387096775,15.633333333333333,156.2935987903226,160.8359375,46.982795698924804,50.550000000000004,502.3788306451613,516.53125,77.34509420394897
run_1765293552,sample_105.yaml,11700.625,6,94,13746,0.0003,0.01,0.3,0.99,6,4,278,0.999,0.5,96,572,5,50000,3.209259259259262,13.299999999999999,157.64686414930554,166.296875,45.943441358024764,50.56666666666666,578.668312355324,597.01171875,107.93662929534912
run_1765293673,sample_106.yaml,11700.625,6,583,9529,0.0003,0.01,0.3,0.99,10,3,218,0.999,0.5,59,4457,5,50000,4.3780172413793075,16.966666666666665,159.59856546336206,161.69921875,44.823347701149494,51.23333333333333,529.066372575431,539.85546875,116.09447407722472
run_1765293759,sample_107.yaml,11700.625,6,546,1687,0.0003,0.01,0.3,0.99,5,1,351,0.999,0.5,107,4934,5,50000,5.894166666666664,16.3,154.0837890625,164.20703125,47.520312500000045,50.56666666666666,501.2608642578125,514.51953125,79.89256811141968
run_1765293870,sample_108.yaml,11700.625,6,289,1938,0.0003,0.01,0.3,0.99,9,3,197,0.999,0.5,76,2839,5,50000,3.84064465408805,12.266666666666666,156.56489534198113,165.0234375,48.4863207547171,50.86666666666667,496.6396115860849,512.88671875,105.97215127944946
run_1765293996,sample_109.yaml,11700.625,6,909,4514,0.0003,0.01,0.3,0.99,9,4,306,0.999,0.5,74,1310,5,50000,3.893333333333333,13.25,161.39811197916666,163.6171875,48.13125000000009,50.6,541.3653971354166,554.79296875,120.097829580307
run_1765294054,sample_10.yaml,11700.625,6,257,15217,0.0003,0.01,0.3,0.99,1,2,135,0.999,0.5,60,894,5,50000,6.260158730158737,13.75,155.47615327380953,165.9765625,46.832222222222235,50.46666666666667,521.08359375,546.4453125,52.23378348350525
run_1765294120,sample_110.yaml,11700.625,6,233,5076,0.0003,0.01,0.3,0.99,3,2,464,0.999,0.5,64,4469,5,50000,4.63897849462366,14.633333333333333,157.88917590725808,166.43359375,46.97741935483872,50.56666666666666,531.199943296371,543.30078125,61.72042417526245
run_1765294232,sample_111.yaml,11700.625,6,873,4619,0.0003,0.01,0.3,0.99,9,2,257,0.999,0.5,26,1144,5,50000,4.931690140845067,15.216666666666667,157.18621625586854,164.76953125,47.187715179968784,51.699999999999996,521.3763937793427,529.6171875,106.69835114479064
run_1765294316,sample_112.yaml,11700.625,6,387,5700,0.0003,0.01,0.3,0.99,4,2,227,0.999,0.5,113,3928,5,50000,5.409766454352439,15.950000000000001,158.2221337579618,164.296875,46.40265392781322,50.56666666666666,509.0868829617834,519.203125,78.34854626655579
run_1765294421,sample_113.yaml,11700.625,6,502,5631,0.0003,0.01,0.3,0.99,7,4,158,0.999,0.5,125,4265,5,50000,4.772390572390569,15.633333333333333,157.02864583333334,166.00390625,45.73686868686877,50.550000000000004,517.2968947285353,532.23828125,99.0361258983612
run_1765294524,sample_114.yaml,11700.625,6,273,15573,0.0003,0.01,0.3,0.99,5,3,291,0.999,0.5,68,4551,5,50000,5.432487309644667,17.3,159.0912714149746,164.78125,45.5461082910322,50.666666666666664,539.2118694479695,554.0546875,98.50965285301208
run_1765294629,sample_115.yaml,11700.625,6,313,5947,0.0003,0.01,0.3,0.99,4,2,411,0.999,0.5,57,3752,5,50000,5.414467005076136,16.3,159.09878648477158,164.62890625,46.556937394247115,51.300000000000004,518.3024666878173,538.19140625,98.44680738449097
run_1765294723,sample_116.yaml,11700.625,6,930,8998,0.0003,0.01,0.3,0.99,5,3,203,0.999,0.5,92,2993,5,50000,6.060451977401127,15.633333333333333,157.67447916666666,159.60546875,45.34981167608291,50.75,539.4918123234463,557.71484375,88.40128922462463
run_1765294866,sample_117.yaml,11700.625,6,242,13031,0.0003,0.01,0.3,0.99,6,3,454,0.999,0.5,39,2417,5,50000,4.358730158730153,14.533333333333333,161.78414033882785,166.83984375,46.2928571428572,51.23333333333333,539.0990441849817,553.9765625,136.83193278312683
run_1765294991,sample_118.yaml,11700.625,6,170,9456,0.0003,0.01,0.3,0.99,9,2,402,0.999,0.5,67,3504,5,50000,3.5527196652719666,13.266666666666666,160.11592900104603,161.41796875,45.53661087866114,50.550000000000004,526.229275627615,537.26171875,119.50516653060912
run_1765295143,sample_119.yaml,11700.625,6,219,14453,0.0003,0.01,0.3,0.99,8,4,408,0.999,0.5,34,4783,5,50000,3.43772831050228,15.65,157.98622110445206,165.32421875,45.72026255707764,51.65,600.952121682363,626.9375,146.22305154800415
run_1765295266,sample_11.yaml,11700.625,6,204,15564,0.0003,0.01,0.3,0.99,9,4,227,0.999,0.5,66,4372,5,50000,4.321378340365682,15.6,155.18524195675104,162.2734375,44.95485232067517,50.56666666666666,536.1267470991561,552.56640625,118.57752919197084
run_1765295371,sample_120.yaml,11700.625,6,876,10548,0.0003,0.01,0.3,0.99,9,2,110,0.999,0.5,40,2001,5,50000,5.105639730639727,15.966666666666667,157.12715041035352,159.77734375,43.053282828282846,50.56666666666666,526.139618844697,540.33203125,99.02799224853516
run_1765295502,sample_121.yaml,11700.625,6,831,13631,0.0003,0.01,0.3,0.99,9,4,147,0.999,0.5,17,4022,5,50000,4.940939153439147,16.849999999999998,159.42412264384922,165.9609375,44.24457671957677,50.9,535.5873015873016,552.5078125,126.18745827674866
run_1765295607,sample_122.yaml,11700.625,6,598,8067,0.0003,0.01,0.3,0.99,5,3,364,0.999,0.5,89,1665,5,50000,5.5876046901172485,16.3,156.9708307160804,164.37109375,45.88877721943055,51.15,534.7121545226131,546.92578125,99.58908367156982
run_1765295737,sample_123.yaml,11700.625,6,631,14725,0.0003,0.01,0.3,0.99,8,2,270,0.999,0.5,83,4840,5,50000,4.933870967741931,15.966666666666667,157.45367628528226,165.78515625,44.2661962365592,50.88333333333333,537.4518491683468,559.640625,124.1560308933258
run_1765295842,sample_124.yaml,11700.625,6,490,3682,0.0003,0.01,0.3,0.99,8,1,346,0.999,0.5,112,2607,5,50000,4.93166666666666,16.633333333333333,158.960234375,164.87109375,45.91383333333342,53.9,520.80822265625,530.359375,100.08242082595824
run_1765295975,sample_125.yaml,11700.625,6,106,12148,0.0003,0.01,0.3,0.99,8,2,449,0.999,0.5,41,2895,5,50000,3.365354330708662,14.299999999999999,159.74234128937007,166.24609375,46.10150918635179,51.13333333333333,528.1524821604331,543.0234375,127.0239233970642
run_1765296085,sample_126.yaml,11700.625,6,822,11451,0.0003,0.01,0.3,0.99,4,3,372,0.999,0.5,43,3260,5,50000,5.459054487179479,16.633333333333333,156.3805213341346,159.48046875,45.50072115384623,51.23333333333333,550.2492300180288,587.3125,104.1185154914856
run_1765296224,sample_127.yaml,11700.625,6,722,6961,0.0003,0.01,0.3,0.99,10,2,245,0.999,0.5,67,1349,5,50000,4.983015267175566,15.299999999999999,157.4628160782443,164.359375,44.53842239185756,50.88333333333333,536.1766310830153,551.19140625,131.34451746940613
run_1765296341,sample_128.yaml,11700.625,6,822,5405,0.0003,0.01,0.3,0.99,8,2,268,0.999,0.5,39,2378,5,50000,4.793898809523804,14.966666666666667,157.77982003348214,159.4296875,46.5223214285715,50.9,520.82373046875,529.296875,112.05602979660034
run_1765296466,sample_129.yaml,11700.625,6,496,15828,0.0003,0.01,0.3,0.99,4,3,505,0.999,0.5,47,4212,5,50000,4.934728033472797,14.633333333333333,157.28968357740587,159.3828125,45.937029288703,51.833333333333336,563.8755393566946,590.01171875,119.64593720436096
run_1765296577,sample_12.yaml,11700.625,6,641,10552,0.0003,0.01,0.3,0.99,7,4,175,0.999,0.5,73,1641,5,50000,4.992663476873997,13.966666666666667,155.100067284689,162.90234375,44.92129186602875,51.11666666666667,532.2777736244019,557.90234375,104.67354655265808
run_1765296676,sample_130.yaml,11700.625,6,965,7373,0.0003,0.01,0.3,0.99,9,3,67,0.999,0.5,54,3859,5,50000,5.148039215686271,14.633333333333333,160.87391377005346,168.3828125,44.3882352941177,50.666666666666664,519.3644510360963,531.7109375,93.42502093315125
run_1765296789,sample_131.yaml,11700.625,6,115,5904,0.0003,0.01,0.3,0.99,4,3,255,0.999,0.5,103,1509,5,50000,5.50503875968992,17.266666666666666,157.19253270348838,159.68359375,47.12503875968999,50.800000000000004,511.9203306686047,522.546875,107.7241599559784
run_1765296933,sample_132.yaml,11700.625,6,327,6919,0.0003,0.01,0.3,0.99,7,3,411,0.999,0.5,80,4915,5,50000,4.268531889290011,13.783333333333333,159.42366595216606,166.1015625,46.39458483754523,51.550000000000004,563.9225236913358,587.52734375,138.79080605506897
run_1765297025,sample_133.yaml,11700.625,6,459,2865,0.0003,0.01,0.3,0.99,4,3,103,0.999,0.5,32,4213,5,50000,6.108237547892717,15.633333333333333,158.5565957255747,164.76953125,47.604693486590094,50.86666666666667,497.24119971264366,505.09765625,86.93913269042969
run_1765297129,sample_134.yaml,11700.625,6,358,5081,0.0003,0.01,0.3,0.99,5,3,124,0.999,0.5,28,1137,5,50000,5.048138747884937,14.966666666666667,156.98149984137055,164.7734375,47.193908629441694,51.833333333333336,503.3165252220812,522.05078125,98.54212474822998
run_1765297251,sample_135.yaml,11700.625,6,227,2361,0.0003,0.01,0.3,0.99,5,2,465,0.999,0.5,112,559,5,50000,4.970958512160227,16.633333333333333,160.86395185085837,166.73828125,47.80185979971395,51.050000000000004,508.99044393776825,518.0546875,116.74342560768127
run_1765297361,sample_136.yaml,11700.625,6,539,3978,0.0003,0.01,0.3,0.99,5,2,197,0.999,0.5,59,3191,5,50000,5.840111642743217,13.966666666666667,158.17378139952154,166.08984375,47.1814992025519,50.88333333333333,508.4646942284689,527.56640625,104.6317994594574
run_1765297476,sample_137.yaml,11700.625,6,578,1030,0.0003,0.01,0.3,0.99,9,2,157,0.999,0.5,101,1743,5,50000,5.268356374807982,14.216666666666667,157.15176771313364,164.91015625,48.28778801843328,51.21666666666667,498.85914098502303,511.16015625,108.59938216209412
run_1765297573,sample_138.yaml,11700.625,6,172,11828,0.0003,0.01,0.3,0.99,4,2,187,0.999,0.5,37,1981,5,50000,5.3307065217391285,14.633333333333333,158.96632982336956,161.56640625,46.105072463768174,52.550000000000004,515.7748386548913,529.5625,91.9110381603241
run_1765297647,sample_139.yaml,11700.625,6,864,10763,0.0003,0.01,0.3,0.99,2,2,72,0.999,0.5,56,4304,5,50000,6.8051094890510955,15.616666666666667,154.1663435218978,157.4296875,46.36727493917278,50.88333333333333,516.5843407846716,536.26171875,68.33880043029785
run_1765297753,sample_13.yaml,11700.625,6,878,6561,0.0003,0.01,0.3,0.99,7,3,130,0.999,0.5,94,2805,5,50000,5.241376451077941,15.916666666666666,159.58422730099502,161.25390625,45.28092868988398,50.88333333333333,523.7630791355722,535.6171875,100.5715663433075
run_1765297864,sample_140.yaml,11700.625,6,821,8248,0.0003,0.01,0.3,0.99,7,3,192,0.999,0.5,59,2038,5,50000,4.986399371069179,14.799999999999999,157.1820275648585,162.0546875,45.19630503144659,51.23333333333333,540.7382628242924,554.54296875,106.22768712043762
run_1765298005,sample_141.yaml,11700.625,6,239,1596,0.0003,0.01,0.3,0.99,7,3,434,0.999,0.5,77,3136,5,50000,4.053024691358019,16.3,157.24525462962964,159.17578125,48.70018518518523,50.9,513.9069155092593,528.10546875,135.15558290481567
run_1765298137,sample_142.yaml,11700.625,6,378,6643,0.0003,0.01,0.3,0.99,9,2,423,0.999,0.5,40,2725,5,50000,4.4195219123505955,15.966666666666667,159.2218469870518,161.3046875,45.93784860557776,50.88333333333333,521.2684885458167,530.80859375,125.71183228492735
run_1765298227,sample_143.yaml,11700.625,6,826,2785,0.0003,0.01,0.3,0.99,4,3,390,0.999,0.5,112,3780,5,50000,5.165882352941175,14.299999999999999,158.5229549632353,161.390625,48.4254901960785,51.11666666666667,533.9301240808824,554.06640625,84.93837714195251
run_1765298325,sample_144.yaml,11700.625,6,811,14805,0.0003,0.01,0.3,0.99,2,4,279,0.999,0.5,64,3571,5,50000,6.495405405405394,16.316666666666666,156.56851773648648,159.62109375,46.2007207207208,51.18333333333334,549.4972128378379,580.70703125,92.44421577453612
run_1765298419,sample_145.yaml,11700.625,6,883,14220,0.0003,0.01,0.3,0.99,5,2,380,0.999,0.5,82,738,5,50000,5.194915254237285,13.633333333333333,161.7501103460452,163.375,45.06544256120534,50.833333333333336,555.9220956920904,579.75,88.44571137428284
run_1765298547,sample_146.yaml,11700.625,6,501,5467,0.0003,0.01,0.3,0.99,9,3,471,0.999,0.5,50,930,5,50000,3.3522448979591832,14.866666666666667,158.2803093112245,159.3828125,47.39476190476197,50.56666666666666,538.9296396683674,551.0546875,122.50872564315796
run_1765298621,sample_147.yaml,11700.625,6,884,6931,0.0003,0.01,0.3,0.99,1,2,188,0.999,0.5,127,3697,5,50000,7.397584541062792,14.633333333333333,156.17994225543478,164.33984375,47.04009661835753,50.56666666666666,520.3672441123189,538.28125,68.870680809021
run_1765298756,sample_148.yaml,11700.625,6,455,9608,0.0003,0.01,0.3,0.99,9,4,334,0.999,0.5,69,4210,5,50000,3.651033591731266,12.966666666666667,160.25746426841084,161.38671875,45.834754521963866,50.76666666666667,545.6416242732558,559.55078125,129.12872123718262
run_1765298872,sample_149.yaml,11700.625,6,181,11018,0.0003,0.01,0.3,0.99,10,2,202,0.999,0.5,57,2998,5,50000,3.510510510510514,16.833333333333332,159.25709107545046,165.53125,44.48603603603609,50.416666666666664,521.129346143018,545.21875,110.92989468574524
run_1765299012,sample_14.yaml,11700.625,6,99,9882,0.0003,0.01,0.3,0.99,9,3,210,0.999,0.5,41,2190,5,50000,3.6371747211895897,15.966666666666667,155.64640450743494,163.64453125,45.97825278810415,50.9,517.166531133829,537.1875,134.55827522277832
run_1765299133,sample_150.yaml,11700.625,6,502,12316,0.0003,0.01,0.3,0.99,9,3,413,0.999,0.5,84,4392,5,50000,3.7712446351931335,15.966666666666667,159.17930190450645,166.2421875,45.32753934191709,51.199999999999996,549.3580002682403,566.4921875,116.49610495567322
run_1765299220,sample_151.yaml,11700.625,6,933,5004,0.0003,0.01,0.3,0.99,7,4,120,0.999,0.5,48,918,5,50000,5.0340490797546,16.3,157.16118673312883,159.27734375,45.88803680981598,52.35,519.7939992331288,530.5078125,81.35625219345093
run_1765299288,sample_152.yaml,11700.625,6,896,11300,0.0003,0.01,0.3,0.99,1,2,392,0.999,0.5,81,1967,5,50000,6.6921333333333335,15.933333333333332,156.85996875,159.26953125,46.43320000000001,50.56666666666666,540.1163125,569.3203125,62.25283026695252
