run_id,config_name,total_ram_mb,cpu_cores,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,num_layers,hidden_units,gamma,strength,time_horizon,summary_freq,keep_checkpoints,max_steps,cpu_avg_unity,cpu_peak_unity,ram_avg_unity,ram_peak_unity,cpu_avg_python,cpu_peak_python,ram_avg_python,ram_peak_python,duration_sec
run_1765293026,sample_1000.yaml,11700.625,6,695,10489,0.0003,0.01,0.3,0.99,6,1,118,0.999,0.5,38,2027,5,50000,36.61910112359547,101.8,157.11152563202248,165.59765625,265.6117977528092,303.3,516.9753335674158,531.5546875,88.98276281356812
run_1765293098,sample_100.yaml,11700.625,6,547,14955,0.0003,0.01,0.3,0.99,2,1,480,0.999,0.5,30,4362,5,50000,37.26518518518519,91.8,155.84916087962964,164.32421875,276.9651851851855,303.3,529.7299479166667,553.17578125,67.27458214759827
run_1765293156,sample_101.yaml,11700.625,6,132,15912,0.0003,0.01,0.3,0.99,1,2,383,0.999,0.5,48,2045,5,50000,32.66442307692312,75.8,157.1644005408654,161.18359375,282.74230769230746,302.8,524.3224909855769,548.85546875,51.718074560165405
run_1765293242,sample_102.yaml,11700.625,6,882,16354,0.0003,0.01,0.3,0.99,7,3,300,0.999,0.5,79,1263,5,50000,29.22926829268294,93.8,156.77469988567074,166.23828125,267.5902439024393,303.4,559.3118092606708,586.40625,81.7549467086792
run_1765293356,sample_103.yaml,11700.625,6,632,9092,0.0003,0.01,0.3,0.99,6,3,202,0.999,0.5,47,2206,5,50000,32.675576036866325,95.8,157.18058755760367,159.390625,272.56036866359494,307.4,525.1114991359447,543.21484375,108.520024061203
run_1765293438,sample_104.yaml,11700.625,6,73,6704,0.0003,0.01,0.3,0.99,3,1,79,0.999,0.5,114,3699,5,50000,34.40129032258065,93.8,156.2935987903226,160.8359375,281.89677419354877,303.3,502.3788306451613,516.53125,77.34509420394897
run_1765293552,sample_105.yaml,11700.625,6,94,13746,0.0003,0.01,0.3,0.99,6,4,278,0.999,0.5,96,572,5,50000,19.25555555555557,79.8,157.64686414930554,166.296875,275.6606481481486,303.4,578.668312355324,597.01171875,107.93662929534912
run_1765293673,sample_106.yaml,11700.625,6,583,9529,0.0003,0.01,0.3,0.99,10,3,218,0.999,0.5,59,4457,5,50000,26.268103448275845,101.8,159.59856546336206,161.69921875,268.940086206897,307.4,529.066372575431,539.85546875,116.09447407722473
run_1765293759,sample_107.yaml,11700.625,6,546,1687,0.0003,0.01,0.3,0.99,5,1,351,0.999,0.5,107,4934,5,50000,35.36499999999999,97.8,154.0837890625,164.20703125,285.1218750000003,303.4,501.2608642578125,514.51953125,79.89256811141968
run_1765293870,sample_108.yaml,11700.625,6,289,1938,0.0003,0.01,0.3,0.99,9,3,197,0.999,0.5,76,2839,5,50000,23.0438679245283,73.6,156.56489534198113,165.0234375,290.9179245283026,305.2,496.6396115860849,512.88671875,105.97215127944946
