runNr,nrSteps,timeUnit,meanReward
59,540000,9,4.03624439239502
59,600000,10,4.508097648620605
60,60000,1,1.947163105010986
60,120000,2,2.944420337677002
60,180000,3,3.241275787353516
60,240000,4,4.66710901260376
61,60000,1,0.8117791414260864
61,120000,2,3.755697727203369
61,180000,3,4.508094310760498
62,60000,1,0.5550511479377747
62,120000,2,3.229888200759888
62,180000,3,3.665874004364014
62,240000,4,3.454104423522949
62,300000,5,4.289080619812012
62,360000,6,4.530159473419189
63,60000,1,-0.8183394074440002
63,120000,2,-0.9079908132553101
63,180000,3,-0.9078862071037292
63,240000,4,-0.5850294232368469
63,300000,5,-0.8269333839416504
63,360000,6,-0.822584867477417
63,420000,7,4.011741638183594
63,480000,8,4.46793270111084
64,60000,1,1.068662762641907
64,120000,2,4.177386283874512
64,180000,3,4.64203929901123
65,60000,1,3.773277044296265
65,120000,2,3.700848817825317
65,180000,3,4.654325008392334
66,60000,1,0.2422487735748291
66,120000,2,3.357625722885132
66,180000,3,4.167114734649658
66,240000,4,4.502227783203125
67,60000,1,0.6526347398757935
67,120000,2,2.654274702072144
67,180000,3,4.490490913391113
68,60000,1,2.086405992507935
68,120000,2,3.753511428833008
68,180000,3,4.630302429199219
69,60000,1,1.251567959785461
69,120000,2,3.358055830001831
69,180000,3,4.375855445861816
70,60000,1,0.3032094836235046
70,120000,2,2.431322574615479
70,180000,3,4.208143711090088
70,240000,4,4.644510269165039
71,60000,1,-0.8213939666748047
71,120000,2,-0.9089815616607666
71,180000,3,-0.9080554246902466
71,240000,4,-0.9118954539299011
71,300000,5,-0.8209788203239441
71,360000,6,1.935508012771606
71,420000,7,2.9246506690979
71,480000,8,3.808896064758301
71,540000,9,3.811490774154663
71,600000,10,4.50283145904541
72,60000,1,1.700942873954773
72,120000,2,2.571730852127075
72,180000,3,3.551322221755981
72,240000,4,4.309747695922852
73,60000,1,1.080112457275391
73,120000,2,3.529090881347656
73,180000,3,4.88209056854248
74,60000,1,2.371097326278687
74,120000,2,4.112395286560059
74,180000,3,4.61091947555542
75,60000,1,2.130116939544678
75,120000,2,3.695950031280518
75,180000,3,4.113363742828369
75,240000,4,4.607711791992188
76,60000,1,-0.682441234588623
76,120000,2,1.982309222221375
76,180000,3,4.179882526397705
76,240000,4,4.291815280914307
76,300000,5,4.083258628845215
76,360000,6,4.49537992477417
77,60000,1,-0.2428919523954391
77,120000,2,-0.6503881216049194
77,180000,3,-0.496751457452774
77,240000,4,0.9937170743942261
77,300000,5,2.896017789840698
77,360000,6,3.437194347381592
77,420000,7,3.774579048156738
77,480000,8,3.566779375076294
77,540000,9,3.940524816513062
77,600000,10,3.466973543167114
77,660000,11,3.84570837020874
77,720000,12,3.556207418441772
77,780000,13,4.175960063934326
77,840000,14,3.919539213180542
77,900000,15,4.110220909118652
77,960000,16,4.201236248016357
77,1020000,17,4.558620929718018
78,60000,1,-1.0
78,120000,2,-0.1016684547066689
78,180000,3,-0.5672364234924316
78,240000,4,-0.582701563835144
78,300000,5,2.969029188156128
78,360000,6,3.913634777069092
78,420000,7,4.421933174133301
79,60000,1,-0.5075059533119202
79,120000,2,2.654830932617188
79,180000,3,4.260720729827881
79,240000,4,4.387837886810303
80,60000,1,-1.0
80,120000,2,-0.9080185294151306
80,180000,3,-0.5932029485702515
80,240000,4,3.942855358123779
80,300000,5,4.652190685272217
81,60000,1,-0.1120526418089867
81,120000,2,0.7526367902755737
81,180000,3,2.559755802154541
81,240000,4,3.993002891540527
81,300000,5,4.582643985748291
82,60000,1,3.399710655212402
82,120000,2,4.213126659393311
82,180000,3,4.771821022033691
83,60000,1,-1.0
83,120000,2,0.1746452897787094
83,180000,3,2.430700778961182
83,240000,4,4.103336811065674
83,300000,5,3.30674934387207
83,360000,6,3.85413122177124
83,420000,7,4.310191631317139
84,60000,1,3.177823305130005
84,120000,2,4.612236022949219
85,60000,1,-0.8187333941459656
85,120000,2,3.444244623184204
85,180000,3,4.499810695648193
86,60000,1,-1.0
86,120000,2,-1.0
86,180000,3,-1.0
86,240000,4,-0.9079723358154297
86,300000,5,-0.7375791668891907
86,360000,6,0.4025123119354248
86,420000,7,1.150591135025024
86,480000,8,0.9387651681900024
86,540000,9,1.300785660743713
86,600000,10,1.259459972381592
86,660000,11,1.629034399986267
86,720000,12,1.713196277618408
86,780000,13,1.986931324005127
86,840000,14,1.37234890460968
86,900000,15,2.41400146484375
86,960000,16,1.915889143943787
86,1020000,17,1.521989941596985
86,1080000,18,2.041775703430176
86,1140000,19,3.092424154281616
86,1200000,20,4.222180843353271
86,1260000,21,4.675104141235352
87,60000,1,3.066211938858032
87,120000,2,4.131881713867188
87,180000,3,4.22966194152832
87,240000,4,4.698041439056396
88,60000,1,0.9015999436378479
88,120000,2,2.425339937210083
88,180000,3,2.906113862991333
88,240000,4,4.124233722686768
88,300000,5,4.4996018409729
89,60000,1,2.813439130783081
89,120000,2,3.485112190246582
89,180000,3,4.291175842285156
89,240000,4,4.303538799285889
90,60000,1,-0.8299576044082642
90,120000,2,-0.1197866946458817
90,180000,3,2.99324107170105
90,240000,4,3.913927555084229
90,300000,5,4.278231620788574
90,360000,6,4.138408660888672
90,420000,7,4.562177658081055
91,60000,1,1.058284044265747
91,120000,2,3.656251430511475
91,180000,3,4.514757633209229
92,60000,1,1.600066661834717
92,120000,2,4.589910507202148
93,60000,1,-0.6854294538497925
93,120000,2,1.765074729919434
93,180000,3,3.799999952316284
93,240000,4,4.452877044677734
94,60000,1,0.1055599525570869
94,120000,2,3.106714487075806
94,180000,3,4.300629615783691
95,60000,1,1.230154633522034
95,120000,2,4.088186264038086
95,180000,3,4.754007339477539
96,60000,1,0.1212449744343758
96,120000,2,0.6946602463722229
96,180000,3,0.9276577830314636
96,240000,4,1.616092562675476
96,300000,5,1.988691329956055
96,360000,6,2.26407265663147
96,420000,7,2.502049922943115
96,480000,8,2.176606893539429
96,540000,9,2.015557765960693
96,600000,10,2.329974174499512
96,660000,11,1.444130182266235
96,720000,12,2.116194725036621
96,780000,13,2.9647057056427
96,840000,14,3.092919588088989
96,900000,15,3.634869575500488
96,960000,16,3.290469646453857
96,1020000,17,3.614678382873535
96,1080000,18,3.54894495010376
96,1140000,19,4.014482975006104
96,1200000,20,3.389466762542725
96,1260000,21,4.12871265411377
96,1320000,22,3.996407032012939
96,1380000,23,4.197724342346191
96,1440000,24,4.262324333190918
96,1500000,25,4.224781036376953
96,1560000,26,4.039875030517578
96,1620000,27,4.202715396881104
96,1680000,28,4.134217262268066
96,1740000,29,3.91745138168335
96,1800000,30,4.202649593353271
96,1860000,31,4.022095203399658
96,1920000,32,4.286762714385986
96,1980000,33,4.144672393798828
97,60000,1,0.9829489588737488
97,120000,2,4.42352294921875
98,60000,1,-1.0
98,120000,2,-0.9087938666343689
98,180000,3,-0.6588209271430969
98,240000,4,-0.2087305784225464
98,300000,5,2.678829669952393
98,360000,6,3.044277429580688
98,420000,7,3.965925931930542
98,480000,8,4.039843559265137
98,540000,9,4.317812919616699
99,60000,1,0.5438545346260071
99,120000,2,4.111079692840576
99,180000,3,4.509560108184814
100,60000,1,0.7000608444213867
100,120000,2,3.01444935798645
100,180000,3,4.746480941772461
101,60000,1,2.929434537887573
101,120000,2,4.478625297546387
102,60000,1,0.2773691713809967
102,120000,2,1.047568559646606
102,180000,3,1.91862964630127
102,240000,4,0.4999705851078033
102,300000,5,2.160509824752808
102,360000,6,2.58017635345459
102,420000,7,3.194993257522583
102,480000,8,3.457658767700195
102,540000,9,3.796330213546753
102,600000,10,3.938190221786499
102,660000,11,4.38734245300293
103,60000,1,-0.5121886134147644
103,120000,2,0.3672779202461243
103,180000,3,1.441949963569641
103,240000,4,4.400022029876709
104,60000,1,0.6656651496887207
104,120000,2,2.955440759658813
104,180000,3,4.166991710662842
104,240000,4,4.27937650680542
104,300000,5,4.701732635498047
105,60000,1,-0.08803245425224304
105,120000,2,0.2558542788028717
105,180000,3,0.02901387214660645
105,240000,4,-0.1360857486724854
105,300000,5,0.4922856688499451
105,360000,6,2.122068643569946
105,420000,7,2.082811594009399
105,480000,8,2.887861728668213
105,540000,9,3.379711151123047
105,600000,10,3.511852741241455
105,660000,11,3.605589866638184
105,720000,12,3.490597009658813
105,780000,13,3.914614200592041
105,840000,14,4.363274097442627
106,60000,1,-0.3720333874225616
106,120000,2,3.387394189834595
106,180000,3,3.91682767868042
106,240000,4,4.395513534545898
107,60000,1,2.446754932403564
107,120000,2,4.363208293914795
108,60000,1,1.798833847045898
108,120000,2,4.009622573852539
108,180000,3,4.690670013427734
109,60000,1,1.975328207015991
109,120000,2,3.773538827896118
109,180000,3,4.350082874298096
110,60000,1,0.4948318004608154
110,120000,2,3.070703268051147
110,180000,3,4.096511840820312
110,240000,4,4.348793029785156
111,60000,1,3.424748659133911
111,120000,2,4.191609859466553
111,180000,3,4.537484169006348
112,60000,1,2.757443904876709
112,120000,2,4.404549598693848
113,60000,1,1.14383590221405
113,120000,2,3.371208190917969
113,180000,3,4.431689262390137
114,60000,1,0.7143422365188599
114,120000,2,2.135172367095947
114,180000,3,2.297788381576538
114,240000,4,3.4003005027771
114,300000,5,3.810403823852539
114,360000,6,4.239506721496582
114,420000,7,4.566326141357422
115,60000,1,0.2167170494794846
115,120000,2,1.324931859970093
115,180000,3,2.632614374160767
115,240000,4,3.14225172996521
115,300000,5,4.474196910858154
116,60000,1,-0.238662913441658
116,120000,2,1.318434357643127
116,180000,3,3.998223304748535
116,240000,4,4.538527488708496
117,60000,1,0.1241127997636795
117,120000,2,0.583070695400238
117,180000,3,1.714542865753174
117,240000,4,2.594379186630249
117,300000,5,4.658895969390869
118,60000,1,-0.6735706329345703
118,120000,2,2.340251207351685
118,180000,3,4.432082176208496
119,60000,1,1.828725814819336
119,120000,2,4.274732112884521
119,180000,3,4.645555973052979
120,60000,1,0.1880145668983459
120,120000,2,2.18992280960083
120,180000,3,4.325757503509521
121,60000,1,0.796302318572998
121,120000,2,-0.06714370101690292
121,180000,3,1.612812161445618
121,240000,4,3.767193555831909
121,300000,5,4.668636322021484
122,60000,1,-1.0
122,120000,2,-0.8264515399932861
122,180000,3,0.345197468996048
122,240000,4,3.601386308670044
122,300000,5,4.296818733215332
122,360000,6,4.50297212600708
123,60000,1,-0.8255212306976318
123,120000,2,-0.3794611394405365
123,180000,3,1.602028250694275
123,240000,4,3.28073787689209
123,300000,5,3.490635633468628
123,360000,6,4.329238891601562
124,60000,1,-1.0
124,120000,2,-0.3793194890022278
124,180000,3,2.080142021179199
124,240000,4,3.125999927520752
124,300000,5,4.030200004577637
124,360000,6,4.516778469085693
125,60000,1,0.4076557755470276
125,120000,2,0.09975769370794296
125,180000,3,1.210447788238525
125,240000,4,2.49547004699707
125,300000,5,3.537812948226929
125,360000,6,4.078657627105713
125,420000,7,4.241820335388184
125,480000,8,4.140601634979248
125,540000,9,4.039199352264404
125,600000,10,4.418789863586426
126,60000,1,-0.8204424977302551
126,120000,2,-0.9999938011169434
126,180000,3,0.8409887552261353
126,240000,4,4.204442024230957
126,300000,5,4.497168064117432
127,60000,1,0.2196682840585709
127,120000,2,1.720465421676636
127,180000,3,4.399028778076172
128,60000,1,3.277633666992188
128,120000,2,4.37465238571167
129,60000,1,0.03711574897170067
129,120000,2,0.7585309147834778
129,180000,3,2.467401742935181
129,240000,4,3.690664529800415
129,300000,5,3.387233257293701
129,360000,6,3.798225879669189
129,420000,7,4.188302516937256
129,480000,8,4.149348258972168
129,540000,9,4.353475093841553
130,60000,1,0.5737767219543457
130,120000,2,3.465611934661865
130,180000,3,4.685525417327881
131,60000,1,2.645161628723145
131,120000,2,4.34458065032959
132,60000,1,-1.0
132,120000,2,-0.5234286189079285
132,180000,3,3.406424522399902
132,240000,4,4.441169261932373
133,60000,1,2.378778696060181
133,120000,2,4.006364345550537
133,180000,3,4.376656055450439
134,60000,1,0.938897967338562
134,120000,2,0.2031386345624924
134,180000,3,1.001882553100586
134,240000,4,1.334766626358032
134,300000,5,2.370633125305176
134,360000,6,3.848902940750122
134,420000,7,4.145606517791748
134,480000,8,4.28087043762207
134,540000,9,4.118192672729492
134,600000,10,4.552054882049561
135,60000,1,1.183588147163391
135,120000,2,3.584838628768921
135,180000,3,4.51695442199707
136,60000,1,3.004549980163574
136,120000,2,4.638664245605469
137,60000,1,0.1661841720342636
137,120000,2,0.5598974227905273
137,180000,3,0.3598416447639465
137,240000,4,0.7929349541664124
137,300000,5,3.359636545181274
137,360000,6,4.181800842285156
137,420000,7,4.444623470306396
138,60000,1,-0.1102895066142082
138,120000,2,-0.0725589171051979
138,180000,3,0.7233654260635376
138,240000,4,0.4437685608863831
138,300000,5,0.1035770997405052
138,360000,6,1.294307112693787
138,420000,7,0.6796388626098633
138,480000,8,0.6603847742080688
138,540000,9,1.379813194274902
138,600000,10,2.705798387527466
138,660000,11,3.962746381759644
138,720000,12,4.589150905609131
139,60000,1,-1.0
139,120000,2,-1.0
139,180000,3,-0.9079908132553101
139,240000,4,-0.5918448567390442
139,300000,5,1.037508010864258
139,360000,6,3.134397268295288
139,420000,7,4.240550994873047
139,480000,8,4.63383674621582
140,60000,1,0.8752124905586243
140,120000,2,2.949397563934326
140,180000,3,4.60258150100708
141,60000,1,-0.009492327459156513
141,120000,2,3.813630819320679
141,180000,3,4.301264762878418
142,60000,1,1.890912890434265
142,120000,2,3.735986232757568
142,180000,3,4.510989189147949
143,60000,1,-1.0
143,120000,2,-0.7515454888343811
143,180000,3,1.625223517417908
143,240000,4,3.194413661956787
143,300000,5,3.254436254501343
143,360000,6,3.972018003463745
143,420000,7,3.961121797561646
143,480000,8,4.190124034881592
143,540000,9,4.138805389404297
143,600000,10,4.374030113220215
144,60000,1,1.325775504112244
144,120000,2,4.24144458770752
144,180000,3,4.646181583404541
145,60000,1,2.080396890640259
145,120000,2,4.137583255767822
145,180000,3,4.671182632446289
146,60000,1,-0.8442181944847107
146,120000,2,1.561378479003906
146,180000,3,4.33055591583252
147,60000,1,1.630128741264343
147,120000,2,3.900903463363647
147,180000,3,4.518842220306396
148,60000,1,-0.681527316570282
148,120000,2,-0.6726455092430115
148,180000,3,0.2275999784469604
148,240000,4,-0.007000031415373087
148,300000,5,1.235889434814453
148,360000,6,1.595369458198547
148,420000,7,1.288715600967407
148,480000,8,1.744466662406921
148,540000,9,2.430238723754883
148,600000,10,3.041911125183105
